STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Widespread,Apr-09-2016,14,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Widespread,Apr-16-2016,15,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Regional,Apr-23-2016,16,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Regional,Apr-30-2016,17,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Local Activity,May-07-2016,18,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Local Activity,May-14-2016,19,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Sporadic,May-21-2016,20,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Oct-10-2015,40,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Oct-17-2015,41,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Oct-24-2015,42,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Oct-31-2015,43,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Nov-07-2015,44,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Nov-14-2015,45,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Nov-21-2015,46,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Sporadic,Nov-28-2015,47,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Local Activity,Dec-05-2015,48,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Local Activity,Dec-12-2015,49,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Local Activity,Dec-19-2015,50,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Local Activity,Dec-26-2015,51,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Regional,Jan-02-2016,52,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Regional,Jan-09-2016,1,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Regional,Jan-16-2016,2,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Regional,Jan-23-2016,3,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Regional,Jan-30-2016,4,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Feb-06-2016,5,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Feb-13-2016,6,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Feb-20-2016,7,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Feb-27-2016,8,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Mar-05-2016,9,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Mar-12-2016,10,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Mar-19-2016,11,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Mar-26-2016,12,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Apr-02-2016,13,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Apr-09-2016,14,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Apr-16-2016,15,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Apr-23-2016,16,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,Apr-30-2016,17,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Widespread,May-07-2016,18,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Regional,May-14-2016,19,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Regional,May-21-2016,20,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",No Activity,Oct-10-2015,40,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Oct-17-2015,41,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Oct-24-2015,42,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",No Activity,Oct-31-2015,43,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Nov-07-2015,44,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",No Activity,Nov-14-2015,45,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",No Activity,Nov-21-2015,46,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Nov-28-2015,47,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Dec-05-2015,48,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",No Activity,Dec-12-2015,49,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",No Activity,Dec-19-2015,50,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Dec-26-2015,51,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Jan-02-2016,52,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Jan-09-2016,1,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Jan-16-2016,2,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Jan-23-2016,3,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Jan-30-2016,4,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Sporadic,Feb-06-2016,5,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Local Activity,Feb-13-2016,6,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Local Activity,Feb-20-2016,7,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Feb-27-2016,8,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Mar-05-2016,9,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Mar-12-2016,10,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Mar-19-2016,11,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Mar-26-2016,12,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Apr-02-2016,13,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Apr-09-2016,14,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Apr-16-2016,15,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Apr-23-2016,16,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,Apr-30-2016,17,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,May-07-2016,18,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Widespread,May-14-2016,19,2015-16
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Local Activity,May-21-2016,20,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Oct-10-2015,40,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Oct-17-2015,41,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Oct-24-2015,42,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Oct-31-2015,43,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Nov-07-2015,44,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Nov-14-2015,45,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Nov-21-2015,46,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Nov-28-2015,47,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Dec-05-2015,48,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Dec-12-2015,49,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Dec-19-2015,50,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Dec-26-2015,51,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Jan-02-2016,52,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Jan-09-2016,1,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Jan-16-2016,2,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Jan-23-2016,3,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Jan-30-2016,4,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Feb-06-2016,5,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Feb-13-2016,6,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Feb-20-2016,7,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Feb-27-2016,8,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Mar-05-2016,9,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Mar-12-2016,10,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Mar-19-2016,11,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Mar-26-2016,12,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-02-2016,13,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-09-2016,14,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-16-2016,15,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-23-2016,16,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-30-2016,17,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,May-07-2016,18,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,May-14-2016,19,2015-16
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,May-21-2016,20,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-10-2015,40,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-17-2015,41,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-24-2015,42,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-31-2015,43,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-07-2015,44,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-14-2015,45,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-21-2015,46,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-28-2015,47,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-05-2015,48,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-12-2015,49,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-19-2015,50,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-26-2015,51,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-02-2016,52,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-09-2016,1,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-16-2016,2,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-23-2016,3,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Jan-30-2016,4,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-06-2016,5,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-13-2016,6,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-20-2016,7,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-27-2016,8,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-05-2016,9,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-12-2016,10,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-19-2016,11,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Mar-26-2016,12,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Apr-02-2016,13,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-09-2016,14,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-16-2016,15,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-23-2016,16,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-30-2016,17,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-07-2016,18,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-14-2016,19,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-21-2016,20,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-10-2015,40,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-17-2015,41,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-24-2015,42,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Oct-31-2015,43,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-07-2015,44,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-14-2015,45,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-21-2015,46,2015-16
